timestamp,v2,v1,bh_510300
2023-02-27,119340.45230045868,120220.71430975922,103690.55620990829
2023-02-28,120013.76697860804,120954.17571289412,104406.61317178281
2023-03-01,120734.37959808164,121726.86465894809,105756.10513839251
2023-03-02,120239.65222587806,121187.44122633165,105618.40187649356
2023-03-03,120450.18537762327,121414.37086613134,105866.26774791167
2023-03-06,120244.04837959251,121188.68015302095,105177.75143841693
2023-03-07,118617.58620650787,119434.69441814622,103607.93425276892
2023-03-08,118551.57401306265,119362.19250597284,103167.28381469227
2023-03-09,118368.52853974373,119159.39035444877,102891.8772908944
2023-03-10,117560.27576771623,118302.36572350666,101377.14141000595
2023-03-13,117805.42649613715,118556.51837959104,102588.9301147167
2023-03-14,117231.51821915753,117944.16578063784,101900.41380522196
2023-03-15,117289.48910212354,117999.86936675198,101872.87315284216
2023-03-16,116287.63433550527,116929.85740033184,100606.00314337184
2023-03-17,116514.17743240383,117161.42536012124,101184.35684334741
2023-03-20,116006.22219781512,116609.9302439785,100578.46249099205
2023-03-21,117359.4091044416,118076.9040233293,101762.710543323
2023-03-22,117556.9315509308,118282.51472148433,102258.44228615922
2023-03-23,118136.34742407335,118904.3318237596,103304.98707659122
2023-03-24,118209.34581457073,118983.0493627438,103167.28381469227
2023-03-27,118642.40328825677,119467.57236431098,102588.9301147167
2023-03-28,118171.30430629858,118958.16877639992,102368.60489567838
2023-03-29,117822.52675364855,118577.79651922842,102368.60489567838
2023-03-30,118347.68269311456,119143.72793819365,103552.85294800933
2023-03-31,118611.02199278376,119416.82262161835,103828.25947180724
2023-04-03,119727.28632509272,120672.42835031924,104654.47904320092
2023-04-04,119727.62573215377,120670.34611385323,105205.29209079672
2023-04-06,119756.95496186931,120710.0356703828,104874.80426223924
2023-04-07,120780.52449097554,121843.25060936081,105673.48318125315
2023-04-10,120370.03001420213,121413.49749325588,105260.37339555631
2023-04-11,120365.35717659381,121407.24802169364,104984.9668717584
2023-04-12,120390.92798372485,121434.53991893868,104874.80426223924
2023-04-13,120037.57126828478,121062.40577565195,104186.2879527445
2023-04-14,120386.35299953778,121432.68189428197,104764.64165272008
2023-04-17,121149.07169205397,122246.80509447334,106444.62144788726
2023-04-18,120799.9188486268,121875.64460431886,106637.40601454578
2023-04-19,120054.07241584743,121080.81278643195,105728.56448601272
2023-04-20,119617.15233124432,120616.21604343106,105287.9140479361
2023-04-21,117502.52017902488,118367.37500087993,103277.44642421143
2023-04-24,116339.32758369058,117128.77010214003,101872.87315284216
2023-04-25,115250.54810250271,115973.53981795433,101349.60075762616
2023-04-26,115587.90382415717,116325.09740149573,101101.73488620804
2023-04-27,116156.54246460738,116930.44662944159,102065.6577195007
2023-04-28,117168.14673529768,118005.21099547176,103139.74316231249
2023-05-04,116995.72939030718,117823.56415176102,103139.74316231249
2023-05-05,116506.81948476422,117291.94555501288,102699.09272423586
